date,symbol,open,high,low,close,volumefrom,volumeto,return_close_pct,return_close_log,sma_7,sma_14,sma_30,ema_7,ema_14,volatility_7,volatility_30,bb_upper_20,bb_lower_20,rsi_14
2020-07-03,BNB,15.37,15.39,15.26,15.29,1019542.48,15584778.92,-0.005204944697462577,-0.005218537609533547,15.411428571428571,15.743571428571428,,15.502095739683137,15.658685013937673,0.02455300787521077,,,,40.66852351828429
2020-07-04,BNB,15.29,15.57,15.38,15.57,1134100.18,17656994.64,0.01831262262916944,0.018146965904936075,15.475714285714286,15.707857142857142,,15.519071804762353,15.64686034541265,0.01930384376470381,,,,43.3510636683737
2020-07-05,BNB,15.57,15.51,15.37,15.5,1038243.75,16094873.38,-0.004495825305073864,-0.004505961920706029,15.491428571428571,15.677142857142856,,15.514303853571764,15.627278966024297,0.01852244315284968,,,,44.17344156682163
2020-07-06,BNB,15.5,16.35,15.81,16.31,1178283.66,19218516.12,0.05225806451612902,0.050938392707721554,15.61,15.664285714285715,,15.713227890178825,15.718308437221058,0.0265730070652798,,,,47.71573587106084
2020-07-07,BNB,16.31,16.83,16.05,16.79,1718653.19,28860962.3,0.029429797670140978,0.029005054456526912,15.808571428571428,15.692857142857141,,15.982420917634117,15.861200645591584,0.027000252128505958,,16.727415691303097,14.939584308696906,54.62962945258914
2020-07-08,BNB,16.79,17.6,16.98,17.26,1541774.07,26617645.14,0.02799285288862441,0.027608214565832657,16.01285714285714,15.78357142857143,,16.301815688225588,16.047707226179373,0.027006721388829553,,16.983406073746284,14.796593926253719,64.46469227733355
2020-07-09,BNB,17.26,17.18,16.52,16.83,1276259.25,21483740.21,-0.02491309385863283,-0.025228677452567405,16.22142857142857,15.849999999999998,,16.43386176616919,16.152012929355458,0.02593315425897838,,17.105062609239653,14.76193739076035,59.830866630521705
2020-07-10,BNB,16.83,17.42,16.71,17.3,1095544.03,18957957.7,0.027926322043969165,0.027543493301018684,16.50857142857143,15.959999999999999,,16.650396324626893,16.305077872108065,0.025046010804699544,,17.31629920114536,14.67370079885464,65.21739112390443
2020-07-11,BNB,17.28,17.66,17.09,17.62,250462.07,4413332.65,0.018497109826589586,0.01832811900430018,16.80142857142857,16.138571428571428,,16.89279724347017,16.480400822493657,0.025046710782904987,,17.58641703400301,14.572582965996997,76.37130779130834
2020-07-12,BNB,17.63,18.68,17.73,18.31,1270696.76,23270994.76,0.03916004540295104,0.038412738178385746,17.202857142857145,16.34714285714286,,17.247097932602628,16.724347379494503,0.023942242984216655,,17.972679674435202,14.368320325564799,78.29457343098366
2020-07-13,BNB,18.31,18.83,17.65,18.4,1656588.17,30484331.55,0.004915346805024479,0.004903305928520494,17.50142857142857,16.555714285714284,,17.535323449451973,16.947767728895236,0.021437226675930357,,18.330523705796278,14.211476294203718,78.29457343098366
2020-07-14,BNB,18.4,18.8,17.94,18.1,1272923.73,23046122.37,-0.016304347826086807,-0.01643872634315972,17.68857142857143,16.74857142857143,,17.67649258708898,17.10139869837587,0.024002602566182273,,18.58611797126729,14.166882028732712,75.09293660756484
2020-07-15,BNB,18.1,18.01,17.4,17.6,1034794.58,18208062.35,-0.027624309392265234,-0.028013036227674006,17.737142857142857,16.875,,17.657369440316735,17.167878871925755,0.026555700203305728,,18.724095389091215,14.19890461090878,66.23853193993773
2020-07-16,BNB,17.6,17.58,16.66,17.15,966155.12,16571691.59,-0.02556818181818199,-0.025900728432157353,17.782857142857143,17.002142857142854,,17.53052708023755,17.165495022335655,0.02667481332309016,,18.78825403742549,14.273745962574507,66.36029394686688
2020-07-17,BNB,17.15,17.56,17.01,17.08,855831.41,14615386.75,-0.004081632653061273,-0.004089985251525166,17.751428571428573,17.13,16.410666666666668,17.417895310178164,17.154095686024235,0.024340086617079794,,18.796733718352925,14.461266281647072,66.48250443264176
2020-07-18,BNB,17.08,17.3,16.92,17.16,829914.03,14242487.8,0.004683840749414525,0.004672905699392423,17.685714285714287,17.24357142857143,16.445,17.35342148263362,17.15488292788767,0.022963683938929898,0.023007071815328007,18.815658340319583,14.619341659680419,65.20076464382203
2020-07-19,BNB,17.15,18.42,17.2,18.01,242985.32,4376959.2,0.04953379953379966,0.04834606512804861,17.642857142857142,17.422857142857143,16.513333333333335,17.517566111975217,17.268898537502647,0.026098435341296685,0.02436538096832208,18.933063250157325,14.754936749842676,70.88186339561628
2020-07-20,BNB,18.02,18.27,17.28,17.48,1255209.49,21936730.08,-0.029428095502498697,-0.029869788960475395,17.51142857142857,17.50642857142857,16.560333333333332,17.508174583981415,17.29704539916896,0.0277430548460538,0.025128968460610107,18.93918689809819,14.956813101901812,60.20942393666109
2020-07-21,BNB,17.48,18.16,17.59,17.73,1012506.67,17955452.11,0.014302059496567487,0.014200749858727102,17.458571428571428,17.57357142857143,16.620333333333335,17.563630937986062,17.354772679279765,0.02847340727802985,0.025114458027862056,18.99041502077957,15.095584979220432,58.54545439642975
2020-07-22,BNB,17.73,18.19,17.79,18.12,919998.8,16671073.78,0.021996615905245376,0.021758180528716777,17.532857142857143,17.634999999999998,16.674666666666667,17.702723203489548,17.45680298870913,0.027364576327962985,0.024675060136147994,19.015647778360385,15.34535222163962,57.933579186149416
2020-07-23,BNB,18.12,18.78,18.24,18.78,1216153.69,22837548.31,0.036423841059602724,0.03577617316528365,17.765714285714285,17.774285714285714,16.754333333333335,17.972042402617163,17.633229256881247,0.025966217690044827,0.02531074521626199,19.09446755313833,15.615532446861671,67.25663700148797
2020-07-24,BNB,18.78,19.48,18.34,19.2,1479733.09,28404900.61,0.022364217252396124,0.022117805253618974,18.068571428571428,17.91,16.861333333333334,18.279031801962873,17.842132022630413,0.024966486297388152,0.024885309821323906,19.249069937104377,15.823930062895624,66.96428554687498
2020-07-25,BNB,19.2,20.19,19.48,19.82,1594963.57,31619472.08,0.03229166666666683,0.03178124986810622,18.44857142857143,18.06714285714286,16.992,18.664273851472153,18.105847752946357,0.024889672154221974,0.025212284536218283,19.473281646137657,16.031718353862345,68.64406763372592
2020-07-26,BNB,19.82,20.64,19.34,19.58,1432360.52,28039628.41,-0.012108980827447158,-0.012182891799477744,18.672857142857143,18.157857142857143,17.119333333333334,18.893205388604116,18.302401385886842,0.02414161720442379,0.02529345484243266,19.68053244142524,16.151467558574762,61.651375988418465
2020-07-27,BNB,19.58,21.9,19.06,19.78,1944877.65,38465606.45,0.010214504596527174,0.010162689092201837,19.00142857142857,18.25642857142857,17.27466666666667,19.114904041453087,18.499414534435264,0.015932392619241592,0.023563511463780135,19.932052972728073,16.198947027271927,62.410071785298385
2020-07-28,BNB,19.78,20.55,19.33,20.19,1461855.48,29520316.65,0.020728008088978678,0.020516106130179984,19.352857142857143,18.405714285714286,17.434666666666665,19.383678031089815,18.724825929843895,0.01588264760112835,0.023605127778773383,20.263162443206554,16.160837556793446,68.43033492803794
2020-07-29,BNB,20.19,20.72,19.63,19.9,1087850.86,21650041.91,-0.014363546310054653,-0.01446770059429959,19.607142857142858,18.57,17.582,19.51275852331736,18.88151580586471,0.020028207217414815,0.02398836188469201,20.440549523822458,16.290450476177543,71.06227088006003
2020-07-30,BNB,19.9,20.14,19.73,20.0,946766.62,18939676.17,0.005025125628140836,0.005012541823544414,19.78142857142857,18.773571428571433,17.735333333333337,19.63456889248802,19.030647031749417,0.017513717898211597,0.02386161602544931,20.634164749476337,16.36683525052366,77.88649685119154
2020-07-31,BNB,20.0,21.34,20.23,20.68,1081846.61,22377624.8,0.03400000000000003,0.03343477608623742,19.99285714285714,19.030714285714286,17.897,19.895926669366013,19.250560760849496,0.019353129578055697,0.02404558204724051,20.95367184712704,16.35332815287296,81.46853126913291
2020-08-01,BNB,20.68,21.81,21.05,21.63,1119493.75,24213016.49,0.0459381044487428,0.04491419032473907,20.25142857142857,19.349999999999998,18.105666666666664,20.32944500202451,19.567819326069564,0.02217817199849056,0.02378421153595613,21.468102213283558,16.170897786716438,83.91502258348851
2020-08-02,BNB,21.63,20.98,19.74,20.95,1185966.63,24851063.79,-0.03143781784558486,-0.03194259359682069,20.447142857142858,19.560000000000002,18.294333333333334,20.484583751518382,19.75211008259362,0.02664809634594592,0.02490185731684942,21.75149338702996,16.14250661297004,72.89719610271635
2020-08-03,BNB,20.95,22.53,21.07,22.08,1346824.62,29732829.54,0.053937947494033356,0.05253357504074777,20.775714285714283,19.888571428571428,18.51133333333333,20.883437813638785,20.062495404914472,0.031203700420216605,0.026031838300251478,22.246624045846943,16.04537595415305,82.76353259847724
2020-08-04,BNB,22.08,22.38,21.69,22.31,1163343.54,25954195.24,0.01041666666666674,0.010362787035546658,21.078571428571426,20.215714285714284,18.738333333333333,21.240078360229088,20.36216268425921,0.031179272089835824,0.025854690954252496,22.69582155477122,16.067178445228777,82.71428554885709
2020-08-05,BNB,22.31,24.41,23.07,23.29,1742688.36,40591678.59,0.04392649036306584,0.04298907545180843,21.562857142857144,20.584999999999997,18.971,21.752558770171817,20.752540993024652,0.029891182534424847,0.025481384293074096,23.260002853362856,16.11699714663714,84.05797085944508
2020-08-06,BNB,23.29,23.38,22.57,22.75,972430.83,22126559.74,-0.023185916702447407,-0.02345893849929021,21.955714285714286,20.868571428571425,19.169666666666668,22.001919077628862,21.018868860621367,0.03427806504017164,0.026058959469723718,23.57171694793678,16.372283052063224,76.57295835715908
2020-08-07,BNB,22.75,22.65,21.91,22.34,974040.52,21757487.42,-0.018021978021978025,-0.018186351755904776,22.192857142857143,21.092857142857145,19.339000000000002,22.08643930822165,21.195019679205185,0.03601443844889629,0.026339346138198123,23.722607381316415,16.73939261868358,71.0455762741772
2020-08-08,BNB,22.34,23.0,22.26,22.93,906052.36,20775291.31,0.026410026857654367,0.02606730322875836,22.37857142857143,21.315,19.542333333333332,22.297329481166237,21.426350388644494,0.033688491093621396,0.02572543058941111,24.002850998433995,16.951149001565998,70.92866743028243
2020-08-09,BNB,22.93,22.85,22.32,22.45,777942.16,17464380.73,-0.02093327518534671,-0.021155482681549778,22.592857142857145,21.52,19.714000000000002,22.33549711087468,21.562837003491893,0.03172855261794325,0.026133682181999483,24.05719452697164,17.39380547302836,68.70925671943552
2020-08-10,BNB,22.45,22.9,22.25,22.64,817134.98,18500566.15,0.008463251670378646,0.008427639146718912,22.67285714285714,21.724285714285713,19.881333333333334,22.41162283315601,21.706458736359643,0.025641704894181758,0.02607015910466248,24.090135507763268,17.851864492236732,68.66840718520133
2020-08-11,BNB,22.64,21.8,21.0,21.24,892521.66,18957609.58,-0.0618374558303888,-0.06383205696124421,22.52,21.799285714285713,19.979,22.118717124867008,21.64426423817836,0.0357226692823539,0.02856885746723804,23.94312723994835,18.310872760051655,56.06936407110158
2020-08-12,BNB,21.24,22.15,21.24,21.52,1111680.84,23923986.88,0.01318267419962349,0.013096538919845718,22.267142857142858,21.914999999999996,20.083000000000002,21.969037843650256,21.62769567308791,0.030090682085255126,0.028607551800660838,23.857143997057207,18.67085600294279,59.3749999037905
2020-08-13,BNB,21.52,22.0,21.48,21.8,1117631.61,24365450.21,0.013011152416356975,0.012927234501459755,22.131428571428568,22.043571428571425,20.20633333333333,21.92677838273769,21.650669583342857,0.030773549321207485,0.028342037445328348,23.805816524399933,18.982183475600063,60.20408153709102
2020-08-14,BNB,21.8,23.44,21.45,23.13,1816239.62,42000826.87,0.06100917431192654,0.05922050644830443,22.244285714285713,22.21857142857143,20.390666666666664,22.227583787053266,21.847913638897143,0.03861301769981148,0.029173593898898682,23.97081084682174,19.14818915317826,62.93558596820503
2020-08-15,BNB,23.13,23.78,22.6,23.03,1259495.31,29011072.92,-0.004323389537397193,-0.0043327624107538576,22.25857142857143,22.318571428571428,20.586666666666666,22.42818784028995,22.00552515371086,0.03753860181711554,0.028539994977397263,24.03839020754812,19.42560979245188,58.12064955757668
2020-08-16,BNB,23.03,23.93,22.86,23.53,1451960.16,34158920.4,0.021710811984368306,0.021478488906677373,22.412857142857142,22.502857142857142,20.801666666666666,22.703640880217463,22.208788466549414,0.03686908842506674,0.02849180709114473,24.16668279770827,19.67231720229173,65.28436008128187
2020-08-17,BNB,23.53,24.36,23.03,23.54,1149681.26,27068644.74,0.0004249893752654721,0.0004248990928593977,22.541428571428575,22.607142857142858,21.014333333333333,22.9127306601631,22.386283337676158,0.03693105472572926,0.02853321138356532,24.290366801773608,19.883633198226384,59.97267748092658
2020-08-18,BNB,23.54,23.21,22.54,23.0,1120624.45,25779597.41,-0.022939677145284554,-0.0232068859029809,22.792857142857144,22.65642857142857,21.180666666666664,22.934547995122323,22.468112225986005,0.02568784214639103,0.028252977716869812,24.222458213859177,20.261541786140818,54.52162506378733
2020-08-19,BNB,23.0,22.8,22.12,22.38,878405.62,19658703.82,-0.026956521739130435,-0.027326513045370517,22.915714285714284,22.59142857142857,21.343999999999998,22.79591099634174,22.456363929187873,0.02949691178793553,0.02813853866845536,24.036820615949775,20.68517938405022,43.74140294190101
2020-08-20,BNB,22.38,23.43,22.37,23.1,1162863.72,26859940.41,0.03217158176943702,0.0316649146439687,23.101428571428574,22.61642857142857,21.523,22.8719332472563,22.542182071962827,0.031080598131393206,0.028445154311280106,23.987590983808854,20.976409016191145,52.34899319021666
2020-08-21,BNB,23.1,22.66,21.79,22.06,1066492.15,23530387.34,-0.045021645021645185,-0.046066603702391615,22.948571428571427,22.59642857142857,21.65433333333333,22.668949935442228,22.47789112903445,0.027597979712806125,0.030032376036579073,23.969626654972636,21.037373345027362,48.26732664904175
2020-08-22,BNB,22.06,22.38,21.82,22.22,852471.48,18942325.2,0.0072529465095194645,0.007226770386127497,22.832857142857144,22.545714285714286,21.769,22.55671245158167,22.443505645163192,0.028108975567596225,0.02952261544158565,23.848168874196812,21.28583112580319,45.3594770411722
2020-08-23,BNB,22.22,22.25,21.63,21.85,659712.98,14412485.59,-0.016651665166516505,-0.016791862669884628,22.592857142857145,22.502857142857145,21.857333333333333,22.38003433868625,22.364371559141436,0.025692385001821614,0.029626742153633385,23.859009029302786,21.251990970697218,46.02122007370067
2020-08-24,BNB,21.85,22.87,21.96,22.61,833743.83,18848911.33,0.03478260869565197,0.03419136474827913,22.46,22.500714285714285,21.950333333333333,22.43752575401469,22.397122017922577,0.030771265213904515,0.029706963040802035,23.869008861409156,21.27199113859085,49.815043070602876
2020-08-25,BNB,22.61,21.89,21.11,21.41,915700.59,19609506.9,-0.05307386112339674,-0.05453418368828706,22.232857142857142,22.512857142857143,22.01133333333333,22.180644315511017,22.265505748866232,0.03562689038549542,0.03147534285560353,23.826857067788556,21.12614293221144,51.07458903728898
2020-08-26,BNB,21.41,22.59,21.65,22.22,1075187.74,23893717.4,0.03783278841662763,0.037134681609892396,22.21,22.562857142857144,22.092666666666666,22.190483236633263,22.25943831568407,0.03867309280388569,0.03206728461607359,23.798558684787572,21.101441315212426,54.14691934146246
2020-08-27,BNB,22.22,23.19,21.94,23.13,1331127.13,30784460.42,0.04095409540954087,0.04013769203186379,22.214285714285715,22.657857142857146,22.19066666666667,22.425362427474944,22.375513206926193,0.039977347166300664,0.03261380125032606,23.87038415612309,21.10861584387691,57.33186319706217
2020-08-28,BNB,23.13,23.88,22.84,23.09,1073957.18,24801419.85,-0.0017293558149589217,-0.0017308528769438179,22.361428571428572,22.655,22.297,22.59152182060621,22.470778112669368,0.03457538805128337,0.03244038694698774,23.890926295899952,21.104073704100045,49.74293050174794
2020-08-29,BNB,23.09,23.4,22.73,22.97,933885.67,21453632.97,-0.005197055002165496,-0.005210606665397163,22.46857142857143,22.650714285714283,22.395999999999997,22.68614136545466,22.53734103098012,0.03485142588569193,0.03249342390459133,23.93251271892963,21.114487281070375,49.61538452633135
2020-08-30,BNB,22.97,23.96,23.14,23.64,820311.8,19395433.92,0.029168480626904802,0.028751175836890706,22.724285714285713,22.65857142857143,22.494666666666667,22.924606024090995,22.684362226849437,0.03440960569728612,0.03236116324280647,24.06828074435163,21.07871925564837,50.690087740318546
2020-08-31,BNB,23.64,23.83,23.0,23.15,748154.88,17321589.02,-0.02072758037225053,-0.02094541200565448,22.80142857142857,22.630714285714284,22.545333333333335,22.980954518068245,22.746447263269513,0.03459262981850273,0.03175026164625857,24.044345315490737,21.293654684509264,47.69230761329084
2020-09-01,BNB,23.15,25.34,23.09,24.74,2052863.69,50779543.98,0.0686825053995681,0.06642658643209882,23.277142857142856,22.755,22.671666666666667,23.420715888551182,23.01225429483358,0.03085582498008846,0.03314468453961312,24.38159680058292,21.278403199417077,59.15789464966204
2020-09-02,BNB,24.74,25.04,23.62,24.71,2692285.64,66528120.61,-0.0012126111560225583,-0.0012133469638230593,23.632857142857144,22.92142857142857,22.759333333333334,23.743036916413388,23.23862038885577,0.030845898004696427,0.03194809919774351,24.660448538961234,21.290551461038767,63.0751963094217
2020-09-03,BNB,24.71,22.76,20.32,20.37,2818468.77,57411051.13,-0.17563739376770537,-0.19314478976180424,23.238571428571426,22.726428571428567,22.694666666666663,22.899777687310042,22.85613767034167,0.08236886194141507,0.04804579498970705,24.88274480583369,20.79225519416631,39.10614520770263
2020-09-04,BNB,20.37,21.78,20.32,21.03,1392825.79,29289546.86,0.032400589101620136,0.03188675947589407,22.944285714285712,22.652857142857147,22.619333333333334,22.432333265482534,22.612652647629446,0.08443990164338835,0.04772074551239287,24.933159593978942,20.54184040602106,45.761316819698905
2020-09-05,BNB,21.03,20.75,18.53,19.49,1723940.69,33603049.33,-0.0732287208749407,-0.07604847619513912,22.447142857142858,22.45785714285714,22.510666666666665,21.6967499491119,22.196298961278853,0.0874915051736852,0.04941862299891916,25.131103367640257,19.93989663235974,39.911308162693395
2020-09-06,BNB,19.48,23.51,20.02,23.18,864231.34,20028785.92,0.18932786044125205,0.1733883243921363,22.381428571428575,22.55285714285714,22.538666666666664,22.067562461833923,22.327459099775005,0.1147214514530366,0.05910496899799739,25.08865067420676,19.946349325793243,53.94658749226989
2020-09-07,BNB,23.21,23.74,21.08,22.46,2356484.85,52927425.3,-0.03106125970664364,-0.03155388860130851,22.282857142857146,22.54214285714286,22.523000000000003,22.165671846375446,22.345131219805005,0.11507053557017614,0.05920618100349022,25.05163852150093,19.92936147849907,49.55383696051435
2020-09-08,BNB,22.46,23.4,21.63,23.26,2091443.85,48636794.1,0.0356188780053428,0.03499919778022122,22.071428571428573,22.674285714285713,22.55,22.439253884781586,22.467113723831005,0.11243295959469776,0.05942413112608155,25.117786156898077,19.951213843101925,55.63680677764075
2020-09-09,BNB,23.26,24.53,22.93,24.52,1696961.78,41607048.11,0.05417024935511594,0.05275396397749215,22.044285714285714,22.83857142857143,22.612666666666666,22.95944041358619,22.740831893986872,0.11486486103595246,0.06015706832911487,25.32850511239062,19.88249488760938,56.820877770136875
2020-09-10,BNB,24.52,25.51,24.03,24.51,1606020.39,39361818.7,-0.0004078303425774088,-0.0004079135279893644,22.63571428571429,22.937142857142856,22.721666666666668,23.347080310189643,22.976720974788623,0.0785038752507174,0.058839808101636415,25.56569810344864,19.890301896551364,54.32330822302468
2020-09-11,BNB,24.51,25.79,23.5,25.42,1455763.05,37011803.82,0.03712770297837609,0.036455068221286704,23.262857142857143,23.103571428571428,22.851666666666667,23.865310232642234,23.302491511483474,0.07857574328497685,0.059107687959404166,25.956561123461825,19.81943887653818,56.92216275716517
2020-09-12,BNB,25.42,28.56,25.51,28.53,2014721.92,57487043.73,0.1223446105428796,0.11541989946410061,24.554285714285715,23.500714285714288,23.076000000000004,25.031482674481676,23.999492643285677,0.06949189364859837,0.06241802672386155,27.148962667186176,19.295037332813827,64.02623607990074
2020-09-13,BNB,28.53,31.75,27.9,31.18,3422664.44,106729159.08,0.09288468279004558,0.08882069840422184,25.697142857142858,24.039285714285715,23.344333333333335,26.568612005861254,24.95689362418092,0.04997630558922083,0.06346495444627437,28.932702391546872,18.36829760845313,67.29357793843532
2020-09-14,BNB,31.18,33.78,29.49,31.16,2927976.69,91233729.2,-0.0006414368184733954,-0.0006416426270829612,26.94,24.611428571428572,23.615333333333332,27.71645900439594,25.783974474290133,0.043273253342888,0.06343987331674278,30.279361412586006,17.996638587413997,68.77637126287534
2020-09-15,BNB,31.16,31.64,26.79,27.11,3108449.08,84260658.03,-0.12997432605905013,-0.13923255749197344,27.490000000000002,24.780714285714286,23.734666666666666,27.564844253296954,25.960777877718115,0.083023727340968,0.06898690987992172,30.591338776081145,18.173661223918856,54.98108445692581
2020-09-16,BNB,27.11,28.63,26.53,27.85,2388025.85,66513560.3,0.027296200663961656,0.02693030286271889,27.965714285714288,25.005000000000003,23.878333333333334,27.636133189972718,26.212674160689037,0.08199057796442812,0.06909962905539987,30.983732124596905,18.253267875403097,56.40816323307289
2020-09-17,BNB,27.85,28.67,26.27,27.1,1819461.11,49307699.28,-0.026929982046678624,-0.0272992384876378,28.335714285714285,25.485714285714288,24.015,27.502099892479535,26.330984272597167,0.08362108779070068,0.06916247843642966,31.233939471347576,18.40406052865243,66.09277853059308
2020-09-18,BNB,27.1,28.55,26.7,27.67,1697189.49,46966090.04,0.02103321033210337,0.02081506591317937,28.657142857142862,25.96,24.191333333333333,27.54407491935965,26.509519702917547,0.08313958949074837,0.06893345228462006,31.52782226639275,18.580177733607247,65.94620552722157
2020-09-19,BNB,27.67,28.36,27.0,27.2,971719.05,26429960.32,-0.016985905312613014,-0.01713182049688298,28.467142857142857,26.51071428571429,24.328,27.45805618951974,26.60158374252854,0.06969805513175052,0.06890886431330535,31.737811491112794,18.726188508887212,69.51898729249287
2020-09-20,BNB,27.2,27.17,25.27,26.37,903691.63,23826142.41,-0.030514705882352833,-0.0309899729367562,27.78,26.73857142857143,24.471666666666668,27.186042142139808,26.5707059101914,0.05557776636926605,0.06857439112496985,31.84098491574575,18.94501508425425,59.44345761798648
2020-09-21,BNB,26.37,25.39,22.26,23.02,1307448.49,30102810.92,-0.12703830109973457,-0.13586359707145876,26.61714285714286,26.77857142857143,24.498333333333335,26.144531606604854,26.097278455499215,0.06819876779745668,0.07329617888294565,31.837015233318294,18.77698476668171,51.43442619261875
2020-09-22,BNB,23.02,24.61,23.05,24.05,952262.26,22902658.3,0.044743701129452695,0.04377159325803365,26.18,26.835,24.571666666666665,25.62089870495364,25.824307994765988,0.05983772335916199,0.07361748188081187,31.823360434825958,18.724639565174044,51.999999963139246
2020-09-23,BNB,24.05,23.73,22.66,22.82,1065277.57,24310382.62,-0.0511434511434512,-0.05249765211784067,25.461428571428574,26.71357142857143,24.578666666666667,24.920674028715226,25.423733595463855,0.057583059234573485,0.07405900693982534,31.644360349541188,19.14863965045881,45.68965513997693
2020-09-24,BNB,22.82,24.87,23.75,24.57,873872.54,21470345.07,0.07668711656441718,0.07388884209915816,25.1,26.717857142857145,24.684,24.83300552153642,25.309902449402006,0.0694086538184234,0.07448999968681523,31.49242691198956,19.654573088010444,50.13979493467115
2020-09-25,BNB,24.57,25.03,24.01,24.68,859724.82,21219752.9,0.004477004477004387,0.004467012504099228,24.67285714285714,26.665,24.766000000000002,24.794754141152318,25.225915456148407,0.06830824013879304,0.0742361698044953,31.0413459340199,20.624654065980096,48.20909967691542
2020-09-26,BNB,24.68,26.47,24.61,26.2,989044.92,25915207.63,0.06158833063209079,0.059766211729864134,24.53,26.498571428571427,24.868333333333332,25.14606560586424,25.355793395328618,0.07409715256647913,0.07465552644762984,31.04141519168174,20.926584808318257,43.89092812719072
2020-09-27,BNB,26.2,26.93,25.62,26.25,991225.72,26022529.33,0.001908396946564972,0.001906578270581669,24.512857142857143,26.14642857142857,24.973666666666663,25.42204920439818,25.475020942618137,0.07323825426201805,0.07464859225877701,30.951230247281664,21.395769752718337,35.033394020008046
2020-09-28,BNB,26.25,27.28,25.44,26.98,1029240.84,27771880.02,0.02780952380952373,0.02742986174197699,25.078571428571426,25.847857142857144,25.107333333333333,25.811536903298638,25.67568481693572,0.0425834011787761,0.07474337230387242,30.94544867646364,21.773551323536367,37.83469147091469
2020-09-29,BNB,26.98,29.1,27.26,28.83,1129989.52,32574196.72,0.0685693106004448,0.06632066087070101,25.761428571428574,25.970714285714283,25.28033333333333,26.566152677473976,26.096260174677628,0.04521664260937886,0.07546004149501499,31.20187117198069,21.948128828019307,55.74098793188424
2020-09-30,BNB,28.83,29.64,28.13,29.34,1140073.47,33451558.34,0.01768990634755463,0.01753526106452484,26.692857142857143,26.07714285714286,25.486666666666668,27.259614508105482,26.528758818053944,0.030251052506510962,0.07530227993612396,31.49348182029492,22.13951817970508,55.05084740537546
2020-10-01,BNB,29.34,28.92,26.56,27.46,1132360.89,31094530.56,-0.06407634628493519,-0.06622137237501062,27.10571428571428,26.102857142857143,25.577333333333332,27.309710881079113,26.652924308980083,0.04410696639898317,0.07564077711356991,31.556059589630003,22.28094041037,51.133501214365936
2020-10-02,BNB,27.46,28.13,26.1,27.33,1021184.21,27909003.02,-0.004734158776402153,-0.004745400399848461,27.484285714285715,26.078571428571426,25.66466666666667,27.314783160809334,26.74320106778274,0.044638716500302864,0.07565107746967616,31.438972395771184,22.278027604228814,48.898963686231504
